claim_id,claim_text,category,value_or_figure,source_type,source_detail,confidence,stage_safe,notes
TECH-01,Devanagari conjuncts render correctly in the generated PDF,TECHNICAL_CLAIM,verified,VERIFIED_PUBLISHED,"Rendered and visually inspected in the Debian container with fonts-noto-core; the conjuncts in ksha, gya and svaasthya confirmed as single ligatures; text-layer round trip asserted by tests/test_pdf_generator.py",HIGH,YES_WITH_CAVEAT,"Verified by rendering and visually inspecting output in the Debian container with fonts-noto-core; conjuncts confirmed as single ligatures; text-layer round trip asserted by tests. NOT verified on Windows, where WeasyPrint cannot load and those tests skip. SECOND-PASS NOTE: docs/ARCHITECTURE.md:233 requires 'Bundle Noto Sans Devanagari / Kannada / Tamil / Bengali as static assets. Do not rely on host fonts.' We DO rely on host fonts (fonts-noto-core installed in backend/Dockerfile). The claim therefore holds only on an image with those packages; it is not portable to an arbitrary host. Also: ARCHITECTURE.md:229 specifies the test string 'कृषि प्रसंस्करण इकाई'; we used क्ष / ज्ञ / स्वास्थ्य instead. Same purpose, different string."
TECH-02,"Accepted gender markers for the eligibility gate are female / f / woman, case-insensitive",TECHNICAL_CLAIM,3 markers,INFERRED,"readiness.py _is_eligible_scheme; Pair B's own convention, not a validated enum",MEDIUM,YES_WITH_CAVEAT,The schema deliberately does not constrain gender. If the intake form emits anything else the gate silently EXCLUDES the women-only scheme. Must be aligned with what the real intake form sends.
TECH-03,The 'cost figures are unverified estimates' caveat appears in both the API response and the printed PDF,TECHNICAL_CLAIM,both surfaces,VERIFIED_PUBLISHED,readiness.py narrative; project_report.html caveat block and footer; tests/test_pdf_generator.py::test_html_carries_the_estimate_caveat_into_the_document,HIGH,YES,Safe to state: a bank officer reading only the PDF sees the same caveat as an API consumer.
ELIG-04,"NSFDC and MoSJE currently publish conflicting family income ceilings for Suvidha: Rs 5,00,000 vs Rs 3,00,000",ELIGIBILITY,Rs 500000 vs Rs 300000,VERIFIED_PUBLISHED,"shared/seed_schemes.json (Pair A) _note: 'Hand-written, verified against live pages on 2026-09-03' contradictions[]: nsfdc.nic.in/about-us-3 (Rs 5,00,000, effective_from 2026-01-07) vs nsfdc.nic.in/en/how-to-apply (Rs 3,00,000) vs socialjustice.gov.in/schemes/34 (Rs 3,00,000, MoSJE), all observed 2026-09-03; demo scripted at MVP_BUILD_PLAN.md:38",HIGH,YES,"Pair A's data and Pair A's demo beat, logged here because the evidence keeper covers every deck claim. Three live URLs with observation dates - a judge can open them on a phone. This is the contradiction to use on stage, not the Utkarsh one (ELIG-03)."
ELIG-05,NSFDC does not publish age criteria on any fetchable page,ELIGIBILITY,not published,VERIFIED_PUBLISHED,"shared/seed_schemes.json (Pair A) _note: 'Hand-written, verified against live pages on 2026-09-03' unpublished[] contains 'age_criteria'; corroborated by docs/ARCHITECTURE.md:264 ('not stated on any fetchable NSFDC page (report §2.1)') and docs/MVP_BUILD_PLAN.md:33",HIGH,YES,"A claim about ABSENCE, and a strong one: the honest answer to 'what about this rule?' is 'the government does not publish it', which is why the API has an INSUFFICIENT_DATA verdict. Never invent a threshold for this field."
ELIG-06,NSFDC does not publish promoter contribution on any fetchable page,ELIGIBILITY,not published,VERIFIED_PUBLISHED,"shared/seed_schemes.json (Pair A) _note: 'Hand-written, verified against live pages on 2026-09-03' unpublished[] contains 'promoter_contribution'; corroborated by docs/ARCHITECTURE.md:264 ('not stated on any fetchable NSFDC page (report §2.1)') and docs/MVP_BUILD_PLAN.md:33",HIGH,YES,"A claim about ABSENCE, and a strong one: the honest answer to 'what about this rule?' is 'the government does not publish it', which is why the API has an INSUFFICIENT_DATA verdict. Never invent a threshold for this field."
ELIG-07,NSFDC does not publish women / divyangjan concessions on any fetchable page,ELIGIBILITY,not published,VERIFIED_PUBLISHED,"shared/seed_schemes.json (Pair A) _note: 'Hand-written, verified against live pages on 2026-09-03' unpublished[] contains 'women_divyangjan_concession'; corroborated by docs/ARCHITECTURE.md:264 ('not stated on any fetchable NSFDC page (report §2.1)') and docs/MVP_BUILD_PLAN.md:33",HIGH,YES,"A claim about ABSENCE, and a strong one: the honest answer to 'what about this rule?' is 'the government does not publish it', which is why the API has an INSUFFICIENT_DATA verdict. Never invent a threshold for this field."
TIME-02,NSFDC's Term Loan scheme was retired on 2023-10-01,TIMELINE,2023-10-01,VERIFIED_PUBLISHED,"shared/seed_schemes.json (Pair A) _note: 'Hand-written, verified against live pages on 2026-09-03' schemes[] nsfdc.term_loan retired_on",HIGH,YES,Pair A's data. Pair B's finance engine deliberately excludes this scheme.
TIME-03,The retired Term Loan scheme is still the top search result three years later,TIMELINE,top search result,UNVERIFIED_GUESS,shared/seed_schemes.json '_why' annotation on nsfdc.term_loan; no search-ranking evidence is recorded anywhere in the repo,LOW,NO,"The scheme's RETIREMENT DATE is verified (TIME-02); its SEARCH RANKING is not. Nobody recorded a query, a date, a region or a screenshot. Search rankings are personalised and volatile. Do not assert this on stage without a dated screenshot."
FMT-03,"The generated PDF is labelled 'first draft for human review', not an approval",FORMAT_CLAIM,label present,VERIFIED_PUBLISHED,"Required by docs/ARCHITECTURE.md:235; implemented in backend/app/templates/project_report.html as a full-width banner above section 1 plus a running footer on every page; asserted by tests/test_pdf_generator.py::test_html_carries_the_first_draft_for_human_review_label, ::test_review_label_is_prominent_not_buried_in_the_fine_print and ::test_review_label_survives_into_the_rendered_pdf_text",HIGH,YES,"RESOLVED 2026-09-05: the label was missing when this row was created. The PDF now carries 'FIRST DRAFT FOR HUMAN REVIEW - NOT AN APPROVAL' as a black banner directly beneath the title, repeated in the page footer so a reader holding only page 2 still sees it. Visually confirmed on both rendered pages, not just in the HTML source."
